from_currency,to_currency,exchange_rate,effective_date
USD,GBP,0.80129,2024-05-08
USD,HKD,7.818,2024-05-08
USD,HUF,361.98,2024-05-08
USD,IDR,16077.0,2024-05-08
USD,ILS,3.7125,2024-05-08
USD,INR,83.5,2024-05-08
USD,ISK,139.72,2024-05-08
USD,JPY,155.59,2024-05-08
USD,KRW,1365.05,2024-05-08
USD,MXN,16.9353,2024-05-08
USD,MYR,4.7425,2024-05-08
USD,NOK,10.9439,2024-05-08
USD,NZD,1.6707,2024-05-08
USD,PHP,57.38,2024-05-08
USD,PLN,4.0096,2024-05-08
USD,RON,4.6316,2024-05-08
USD,SEK,10.9215,2024-05-08
USD,SGD,1.3564,2024-05-08
USD,THB,36.97,2024-05-08
USD,TRY,32.259,2024-05-08
USD,ZAR,18.6549,2024-05-08
USD,AUD,1.5078,2024-05-06
USD,BGN,1.815,2024-05-06
USD,BRL,5.0745,2024-05-06
USD,CAD,1.367,2024-05-06
USD,CHF,0.90516,2024-05-06
USD,CNY,7.2069,2024-05-06
USD,CZK,23.195,2024-05-06
USD,DKK,6.9218,2024-05-06
USD,EUR,0.92799,2024-05-06
USD,GBP,0.79491,2024-05-06
USD,HKD,7.8158,2024-05-06
USD,HUF,361.34,2024-05-06
USD,IDR,16044.0,2024-05-06
USD,ILS,3.7418,2024-05-06
USD,INR,83.51,2024-05-06
USD,ISK,139.48,2024-05-06
USD,JPY,153.77,2024-05-06
USD,KRW,1354.86,2024-05-06
USD,MXN,16.9215,2024-05-06
USD,MYR,4.739,2024-05-06
USD,NOK,10.8262,2024-05-06
USD,NZD,1.6603,2024-05-06
USD,PHP,57.22,2024-05-06
USD,PLN,4.0075,2024-05-06
USD,RON,4.611,2024-05-06
USD,SEK,10.7879,2024-05-06
USD,SGD,1.35,2024-05-06
USD,THB,36.765,2024-05-06
USD,TRY,32.271,2024-05-06
USD,ZAR,18.4084,2024-05-06
USD,AUD,1.5137,2024-05-07
USD,BGN,1.8166,2024-05-07
USD,BRL,5.0742,2024-05-07
USD,CAD,1.3682,2024-05-07
USD,CHF,0.90749,2024-05-07
USD,CNY,7.2178,2024-05-07
USD,CZK,23.234,2024-05-07
USD,DKK,6.9289,2024-05-07
USD,EUR,0.92885,2024-05-07
USD,GBP,0.797,2024-05-07
USD,HKD,7.8206,2024-05-07
USD,HUF,361.37,2024-05-07
USD,IDR,16064.0,2024-05-07
USD,ILS,3.7206,2024-05-07
USD,INR,83.5,2024-05-07
USD,ISK,139.61,2024-05-07
USD,JPY,154.61,2024-05-07
USD,KRW,1358.4,2024-05-07
USD,MXN,16.8685,2024-05-07
USD,MYR,4.738,2024-05-07
USD,NOK,10.8657,2024-05-07
USD,NZD,1.6643,2024-05-07
USD,PHP,57.29,2024-05-07
USD,PLN,4.0069,2024-05-07
USD,RON,4.6217,2024-05-07
USD,SEK,10.8499,2024-05-07
USD,SGD,1.3533,2024-05-07
USD,THB,36.86,2024-05-07
USD,TRY,32.269,2024-05-07
USD,ZAR,18.4959,2024-05-07
USD,AUD,1.5187,2024-05-09
USD,BGN,1.8224,2024-05-09
USD,BRL,5.1425,2024-05-09
USD,CAD,1.3723,2024-05-09
USD,CHF,0.90943,2024-05-09
USD,CNY,7.2264,2024-05-09
USD,CZK,23.234,2024-05-09
USD,DKK,6.9506,2024-05-09
USD,EUR,0.93179,2024-05-09
USD,GBP,0.8013,2024-05-09
USD,HKD,7.816,2024-05-09
USD,HUF,361.49,2024-05-09
USD,IDR,16072.0,2024-05-09
USD,ILS,3.7402,2024-05-09
USD,INR,83.5,2024-05-09
USD,ISK,140.05,2024-05-09
USD,JPY,155.91,2024-05-09
USD,KRW,1371.2,2024-05-09
USD,MXN,16.9366,2024-05-09
USD,MYR,4.7408,2024-05-09
USD,NOK,10.922,2024-05-09
USD,NZD,1.6661,2024-05-09
USD,PHP,57.37,2024-05-09
USD,PLN,3.9993,2024-05-09
USD,RON,4.6359,2024-05-09
USD,SEK,10.9211,2024-05-09
USD,SGD,1.3565,2024-05-09
USD,THB,36.915,2024-05-09
USD,TRY,32.222,2024-05-09
USD,ZAR,18.5293,2024-05-09
USD,AUD,1.5141,2024-05-10
USD,BGN,1.8145,2024-05-10
USD,BRL,5.1333,2024-05-10
USD,CAD,1.3681,2024-05-10
USD,CHF,0.90723,2024-05-10
USD,CNY,7.2249,2024-05-10
USD,CZK,23.134,2024-05-10
USD,DKK,6.9215,2024-05-10
USD,EUR,0.92773,2024-05-10
USD,GBP,0.79836,2024-05-10
USD,HKD,7.8141,2024-05-10
USD,HUF,359.7,2024-05-10
USD,IDR,16042.0,2024-05-10
USD,ILS,3.7194,2024-05-10
USD,INR,83.51,2024-05-10
USD,ISK,139.44,2024-05-10
USD,JPY,155.74,2024-05-10
USD,KRW,1366.29,2024-05-10
USD,MXN,16.7669,2024-05-10
USD,MYR,4.739,2024-05-10
USD,NOK,10.8299,2024-05-10
USD,NZD,1.6628,2024-05-10
USD,PHP,57.46,2024-05-10
USD,PLN,3.9863,2024-05-10
USD,RON,4.6162,2024-05-10
USD,SEK,10.8419,2024-05-10
USD,SGD,1.3537,2024-05-10
USD,THB,36.72,2024-05-10
USD,TRY,32.232,2024-05-10
USD,ZAR,18.4315,2024-05-10
USD,AUD,1.5141,2024-05-11
USD,BGN,1.8145,2024-05-11
USD,BRL,5.1333,2024-05-11
USD,CAD,1.3681,2024-05-11
USD,CHF,0.90723,2024-05-11
USD,CNY,7.2249,2024-05-11
USD,CZK,23.134,2024-05-11
USD,DKK,6.9215,2024-05-11
USD,EUR,0.92773,2024-05-11
USD,GBP,0.79836,2024-05-11
USD,HKD,7.8141,2024-05-11
USD,HUF,359.7,2024-05-11
USD,IDR,16042.0,2024-05-11
USD,ILS,3.7194,2024-05-11
USD,INR,83.51,2024-05-11
USD,ISK,139.44,2024-05-11
USD,JPY,155.74,2024-05-11
USD,KRW,1366.29,2024-05-11
USD,MXN,16.7669,2024-05-11
USD,MYR,4.739,2024-05-11
USD,NOK,10.8299,2024-05-11
USD,NZD,1.6628,2024-05-11
USD,PHP,57.46,2024-05-11
USD,PLN,3.9863,2024-05-11
USD,RON,4.6162,2024-05-11
USD,SEK,10.8419,2024-05-11
USD,SGD,1.3537,2024-05-11
USD,THB,36.72,2024-05-11
USD,TRY,32.232,2024-05-11
USD,ZAR,18.4315,2024-05-11
USD,AUD,1.5141,2024-05-12
USD,BGN,1.8145,2024-05-12
USD,BRL,5.1333,2024-05-12
USD,CAD,1.3681,2024-05-12
USD,CHF,0.90723,2024-05-12
USD,CNY,7.2249,2024-05-12
USD,CZK,23.134,2024-05-12
USD,DKK,6.9215,2024-05-12
USD,EUR,0.92773,2024-05-12
USD,GBP,0.79836,2024-05-12
USD,HKD,7.8141,2024-05-12
USD,HUF,359.7,2024-05-12
USD,IDR,16042.0,2024-05-12
USD,ILS,3.7194,2024-05-12
USD,INR,83.51,2024-05-12
USD,ISK,139.44,2024-05-12
USD,JPY,155.74,2024-05-12
USD,KRW,1366.29,2024-05-12
USD,MXN,16.7669,2024-05-12
USD,MYR,4.739,2024-05-12
USD,NOK,10.8299,2024-05-12
USD,NZD,1.6628,2024-05-12
USD,PHP,57.46,2024-05-12
USD,PLN,3.9863,2024-05-12
USD,RON,4.6162,2024-05-12
USD,SEK,10.8419,2024-05-12
USD,SGD,1.3537,2024-05-12
USD,THB,36.72,2024-05-12
USD,TRY,32.232,2024-05-12
USD,ZAR,18.4315,2024-05-12
USD,AUD,1.5055,2024-05-15
USD,BGN,1.8056,2024-05-15
USD,BRL,5.1539,2024-05-15
USD,CAD,1.3629,2024-05-15
USD,CHF,0.90473,2024-05-15
USD,CNY,7.2205,2024-05-15
USD,CZK,22.864,2024-05-15
USD,DKK,6.8886,2024-05-15
USD,EUR,0.92319,2024-05-15
USD,GBP,0.79247,2024-05-15
USD,HKD,7.8082,2024-05-15
USD,HUF,356.35,2024-05-15
USD,IDR,16008.0,2024-05-15
USD,ILS,3.6955,2024-05-15
USD,INR,83.49,2024-05-15
USD,ISK,138.76,2024-05-15
USD,JPY,155.49,2024-05-15
USD,KRW,1358.87,2024-05-15
USD,MXN,16.8676,2024-05-15
USD,MYR,4.707,2024-05-15
USD,NOK,10.7542,2024-05-15
USD,NZD,1.6488,2024-05-15
USD,PHP,57.5,2024-05-15
USD,PLN,3.9411,2024-05-15
USD,RON,4.5936,2024-05-15
USD,SEK,10.7783,2024-05-15
USD,SGD,1.3487,2024-05-15
USD,THB,36.54,2024-05-15
USD,TRY,32.29,2024-05-15
USD,ZAR,18.3782,2024-05-15
USD,AUD,1.5104,2024-05-13
USD,BGN,1.8118,2024-05-13
USD,BRL,5.14,2024-05-13
USD,CAD,1.367,2024-05-13
USD,CHF,0.90635,2024-05-13
USD,CNY,7.2344,2024-05-13
USD,CZK,22.954,2024-05-13
USD,DKK,6.9113,2024-05-13
USD,EUR,0.92635,2024-05-13
USD,GBP,0.79688,2024-05-13
USD,HKD,7.8119,2024-05-13
USD,HUF,358.5,2024-05-13
USD,IDR,16092.0,2024-05-13
USD,ILS,3.7203,2024-05-13
USD,INR,83.49,2024-05-13
USD,ISK,139.23,2024-05-13
USD,JPY,155.86,2024-05-13
USD,KRW,1367.31,2024-05-13
USD,MXN,16.7404,2024-05-13
USD,MYR,4.732,2024-05-13
USD,NOK,10.8198,2024-05-13
USD,NZD,1.6603,2024-05-13
USD,PHP,57.82,2024-05-13
USD,PLN,3.9704,2024-05-13
USD,RON,4.6097,2024-05-13
USD,SEK,10.8384,2024-05-13
USD,SGD,1.3529,2024-05-13
USD,THB,36.765,2024-05-13
USD,TRY,32.209,2024-05-13
USD,ZAR,18.359,2024-05-13
USD,AUD,1.5125,2024-05-14
USD,BGN,1.8116,2024-05-14
USD,BRL,5.1333,2024-05-14
USD,CAD,1.3665,2024-05-14
USD,CHF,0.90784,2024-05-14
USD,CNY,7.2344,2024-05-14
USD,CZK,22.925,2024-05-14
USD,DKK,6.9107,2024-05-14
USD,EUR,0.92627,2024-05-14
USD,GBP,0.79643,2024-05-14
USD,HKD,7.8122,2024-05-14
USD,HUF,357.63,2024-05-14
USD,IDR,16124.0,2024-05-14
USD,ILS,3.7133,2024-05-14
USD,INR,83.51,2024-05-14
USD,ISK,139.4,2024-05-14
USD,JPY,156.44,2024-05-14
USD,KRW,1367.69,2024-05-14
USD,MXN,16.7991,2024-05-14
USD,MYR,4.7195,2024-05-14
USD,NOK,10.8202,2024-05-14
USD,NZD,1.6612,2024-05-14
USD,PHP,57.847,2024-05-14
USD,PLN,3.9547,2024-05-14
USD,RON,4.6089,2024-05-14
USD,SEK,10.8637,2024-05-14
USD,SGD,1.3532,2024-05-14
USD,THB,36.67,2024-05-14
USD,TRY,32.25,2024-05-14
USD,ZAR,18.4175,2024-05-14
USD,AUD,1.4992,2024-05-16
USD,BGN,1.7999,2024-05-16
USD,BRL,5.1257,2024-05-16
USD,CAD,1.363,2024-05-16
USD,CHF,0.90392,2024-05-16
USD,CNY,7.2179,2024-05-16
USD,CZK,22.74,2024-05-16
USD,DKK,6.8666,2024-05-16
USD,EUR,0.9203,2024-05-16
USD,GBP,0.79008,2024-05-16
USD,HKD,7.804,2024-05-16
USD,HUF,355.4,2024-05-16
USD,IDR,15918.0,2024-05-16
USD,ILS,3.6865,2024-05-16
USD,INR,83.5,2024-05-16
USD,ISK,138.32,2024-05-16
USD,JPY,154.91,2024-05-16
USD,KRW,1346.44,2024-05-16
USD,MXN,16.7296,2024-05-16
USD,MYR,4.683,2024-05-16
USD,NOK,10.7142,2024-05-16
USD,NZD,1.6376,2024-05-16
USD,PHP,57.51,2024-05-16
USD,PLN,3.9249,2024-05-16
USD,RON,4.579,2024-05-16
USD,SEK,10.6913,2024-05-16
USD,SGD,1.3452,2024-05-16
USD,THB,36.16,2024-05-16
USD,TRY,32.201,2024-05-16
USD,ZAR,18.2138,2024-05-16
USD,AUD,1.5014,2024-05-17
USD,BGN,1.8036,2024-05-17
USD,BRL,5.1314,2024-05-17
USD,CAD,1.3633,2024-05-17
USD,CHF,0.9088,2024-05-17
USD,CNY,7.227,2024-05-17
USD,CZK,22.798,2024-05-17
USD,DKK,6.8808,2024-05-17
USD,EUR,0.92217,2024-05-17
USD,GBP,0.79016,2024-05-17
USD,HKD,7.8015,2024-05-17
USD,HUF,357.43,2024-05-17
USD,IDR,15968.0,2024-05-17
USD,ILS,3.718,2024-05-17
USD,INR,83.35,2024-05-17
USD,ISK,138.6,2024-05-17
USD,JPY,155.81,2024-05-17
USD,KRW,1357.02,2024-05-17
USD,MXN,16.681,2024-05-17
USD,MYR,4.6875,2024-05-17
USD,NOK,10.7276,2024-05-17
USD,NZD,1.6369,2024-05-17
USD,PHP,57.69,2024-05-17
USD,PLN,3.9331,2024-05-17
USD,RON,4.588,2024-05-17
USD,SEK,10.7479,2024-05-17
USD,SGD,1.3472,2024-05-17
USD,THB,36.295,2024-05-17
USD,TRY,32.262,2024-05-17
USD,ZAR,18.2652,2024-05-17
USD,AUD,1.5014,2024-05-18
USD,BGN,1.8036,2024-05-18
USD,BRL,5.1314,2024-05-18
USD,CAD,1.3633,2024-05-18
USD,CHF,0.9088,2024-05-18
USD,CNY,7.227,2024-05-18
USD,CZK,22.798,2024-05-18
USD,DKK,6.8808,2024-05-18
USD,EUR,0.92217,2024-05-18
USD,GBP,0.79016,2024-05-18
USD,HKD,7.8015,2024-05-18
USD,HUF,357.43,2024-05-18
USD,IDR,15968.0,2024-05-18
USD,ILS,3.718,2024-05-18
USD,INR,83.35,2024-05-18
USD,ISK,138.6,2024-05-18
USD,JPY,155.81,2024-05-18
USD,KRW,1357.02,2024-05-18
USD,MXN,16.681,2024-05-18
USD,MYR,4.6875,2024-05-18
USD,NOK,10.7276,2024-05-18
USD,NZD,1.6369,2024-05-18
USD,PHP,57.69,2024-05-18
USD,PLN,3.9331,2024-05-18
USD,RON,4.588,2024-05-18
USD,SEK,10.7479,2024-05-18
USD,SGD,1.3472,2024-05-18
USD,THB,36.295,2024-05-18
USD,TRY,32.262,2024-05-18
USD,ZAR,18.2652,2024-05-18
USD,AUD,1.497,2024-05-20
USD,BGN,1.8008,2024-05-20
USD,BRL,5.1183,2024-05-20
USD,CAD,1.3625,2024-05-20
USD,CHF,0.90968,2024-05-20
USD,CNY,7.2332,2024-05-20
USD,CZK,22.786,2024-05-20
USD,DKK,6.8696,2024-05-20
USD,EUR,0.92073,2024-05-20
USD,GBP,0.78766,2024-05-20
USD,HKD,7.7997,2024-05-20
USD,HUF,355.08,2024-05-20
USD,IDR,15976.0,2024-05-20
USD,ILS,3.7075,2024-05-20
USD,INR,83.3,2024-05-20
USD,ISK,138.39,2024-05-20
USD,JPY,155.83,2024-05-20
USD,KRW,1360.2,2024-05-20
USD,MXN,16.6021,2024-05-20
USD,MYR,4.685,2024-05-20
USD,NOK,10.691,2024-05-20
USD,NZD,1.6364,2024-05-20
USD,PHP,57.87,2024-05-20
USD,PLN,3.9161,2024-05-20
USD,RON,4.5806,2024-05-20
USD,SEK,10.6921,2024-05-20
USD,SGD,1.3468,2024-05-20
USD,THB,36.105,2024-05-20
USD,TRY,32.2,2024-05-20
USD,ZAR,18.2352,2024-05-20
USD,AUD,1.5014,2024-05-19
USD,BGN,1.8036,2024-05-19
USD,BRL,5.1314,2024-05-19
USD,CAD,1.3633,2024-05-19
USD,CHF,0.9088,2024-05-19
USD,CNY,7.227,2024-05-19
USD,CZK,22.798,2024-05-19
USD,DKK,6.8808,2024-05-19
USD,EUR,0.92217,2024-05-19
USD,GBP,0.79016,2024-05-19
USD,HKD,7.8015,2024-05-19
USD,HUF,357.43,2024-05-19
USD,IDR,15968.0,2024-05-19
USD,ILS,3.718,2024-05-19
USD,INR,83.35,2024-05-19
USD,ISK,138.6,2024-05-19
USD,JPY,155.81,2024-05-19
USD,KRW,1357.02,2024-05-19
USD,MXN,16.681,2024-05-19
USD,MYR,4.6875,2024-05-19
USD,NOK,10.7276,2024-05-19
USD,NZD,1.6369,2024-05-19
USD,PHP,57.69,2024-05-19
USD,PLN,3.9331,2024-05-19
USD,RON,4.588,2024-05-19
USD,SEK,10.7479,2024-05-19
USD,SGD,1.3472,2024-05-19
USD,THB,36.295,2024-05-19
USD,TRY,32.262,2024-05-19
USD,ZAR,18.2652,2024-05-19
USD,AUD,1.4983,2024-05-21
USD,BGN,1.8003,2024-05-21
USD,BRL,5.0967,2024-05-21
USD,CAD,1.362,2024-05-21
USD,CHF,0.90979,2024-05-21
USD,CNY,7.2358,2024-05-21
USD,CZK,22.719,2024-05-21
USD,DKK,6.8683,2024-05-21
USD,EUR,0.92047,2024-05-21
USD,GBP,0.78645,2024-05-21
USD,HKD,7.8036,2024-05-21
USD,HUF,354.78,2024-05-21
USD,IDR,16001.0,2024-05-21
USD,ILS,3.6719,2024-05-21
USD,INR,83.31,2024-05-21
USD,ISK,138.16,2024-05-21
USD,JPY,156.35,2024-05-21
USD,KRW,1362.81,2024-05-21
USD,MXN,16.5501,2024-05-21
USD,MYR,4.6925,2024-05-21
USD,NOK,10.6618,2024-05-21
USD,NZD,1.6394,2024-05-21
USD,PHP,58.26,2024-05-21
USD,PLN,3.9169,2024-05-21
USD,RON,4.5787,2024-05-21
USD,SEK,10.66,2024-05-21
USD,SGD,1.3468,2024-05-21
USD,THB,36.29,2024-05-21
USD,TRY,32.193,2024-05-21
USD,ZAR,18.1291,2024-05-21
USD,AUD,1.504,2024-05-22
USD,BGN,1.8059,2024-05-22
USD,BRL,5.1382,2024-05-22
USD,CAD,1.3675,2024-05-22
USD,CHF,0.91459,2024-05-22
USD,CNY,7.2404,2024-05-22
USD,CZK,22.851,2024-05-22
USD,DKK,6.8898,2024-05-22
USD,EUR,0.92336,2024-05-22
USD,GBP,0.78638,2024-05-22
USD,HKD,7.8059,2024-05-22
USD,HUF,358.31,2024-05-22
USD,IDR,16040.0,2024-05-22
USD,ILS,3.6799,2024-05-22
USD,INR,83.3,2024-05-22
USD,ISK,138.6,2024-05-22
USD,JPY,156.55,2024-05-22
USD,KRW,1367.45,2024-05-22
USD,MXN,16.6572,2024-05-22
USD,MYR,4.6925,2024-05-22
USD,NOK,10.6971,2024-05-22
USD,NZD,1.6366,2024-05-22
USD,PHP,58.01,2024-05-22
USD,PLN,3.9415,2024-05-22
USD,RON,4.5938,2024-05-22
USD,SEK,10.741,2024-05-22
USD,SGD,1.3496,2024-05-22
USD,THB,36.425,2024-05-22
USD,TRY,32.184,2024-05-22
USD,ZAR,18.2331,2024-05-22
USD,AUD,1.5048,2024-05-23
USD,BGN,1.8019,2024-05-23
USD,BRL,5.1359,2024-05-23
USD,CAD,1.3665,2024-05-23
USD,CHF,0.91275,2024-05-23
USD,CNY,7.2395,2024-05-23
USD,CZK,22.792,2024-05-23
USD,DKK,6.8753,2024-05-23
USD,EUR,0.92132,2024-05-23
USD,GBP,0.78473,2024-05-23
USD,HKD,7.8081,2024-05-23
USD,HUF,356.62,2024-05-23
USD,IDR,16030.0,2024-05-23
USD,ILS,3.6727,2024-05-23
USD,INR,83.23,2024-05-23
USD,ISK,138.29,2024-05-23
USD,JPY,156.53,2024-05-23
USD,KRW,1360.48,2024-05-23
USD,MXN,16.6329,2024-05-23
USD,MYR,4.7045,2024-05-23
USD,NOK,10.6104,2024-05-23
USD,NZD,1.631,2024-05-23
USD,PHP,58.17,2024-05-23
USD,PLN,3.9276,2024-05-23
USD,RON,4.5839,2024-05-23
USD,SEK,10.6804,2024-05-23
USD,SGD,1.3485,2024-05-23
USD,THB,36.495,2024-05-23
USD,TRY,32.22,2024-05-23
USD,ZAR,18.3451,2024-05-23
USD,AUD,1.5124,2024-05-24
USD,BGN,1.8042,2024-05-24
USD,BRL,5.1404,2024-05-24
USD,CAD,1.3713,2024-05-24
USD,CHF,0.9155,2024-05-24
USD,CNY,7.2437,2024-05-24
USD,CZK,22.819,2024-05-24
USD,DKK,6.883,2024-05-24
USD,EUR,0.92251,2024-05-24
USD,GBP,0.78636,2024-05-24
USD,HKD,7.8118,2024-05-24
USD,HUF,355.33,2024-05-24
USD,IDR,16031.0,2024-05-24
USD,ILS,3.6717,2024-05-24
USD,INR,83.12,2024-05-24
USD,ISK,138.28,2024-05-24
USD,JPY,157.08,2024-05-24
USD,KRW,1365.72,2024-05-24
USD,MXN,16.683,2024-05-24
USD,MYR,4.7115,2024-05-24
USD,NOK,10.6045,2024-05-24
USD,NZD,1.6372,2024-05-24
USD,PHP,58.19,2024-05-24
USD,PLN,3.9256,2024-05-24
USD,RON,4.5888,2024-05-24
USD,SEK,10.7002,2024-05-24
USD,SGD,1.3505,2024-05-24
USD,THB,36.675,2024-05-24
USD,TRY,32.245,2024-05-24
USD,ZAR,18.4046,2024-05-24
USD,AUD,1.5124,2024-05-25
USD,BGN,1.8042,2024-05-25
USD,BRL,5.1404,2024-05-25
USD,CAD,1.3713,2024-05-25
USD,CHF,0.9155,2024-05-25
USD,CNY,7.2437,2024-05-25
USD,CZK,22.819,2024-05-25
USD,DKK,6.883,2024-05-25
USD,EUR,0.92251,2024-05-25
USD,GBP,0.78636,2024-05-25
USD,HKD,7.8118,2024-05-25
USD,HUF,355.33,2024-05-25
USD,IDR,16031.0,2024-05-25
USD,ILS,3.6717,2024-05-25
USD,INR,83.12,2024-05-25
USD,ISK,138.28,2024-05-25
USD,JPY,157.08,2024-05-25
USD,KRW,1365.72,2024-05-25
USD,MXN,16.683,2024-05-25
USD,MYR,4.7115,2024-05-25
USD,NOK,10.6045,2024-05-25
USD,NZD,1.6372,2024-05-25
USD,PHP,58.19,2024-05-25
USD,PLN,3.9256,2024-05-25
USD,RON,4.5888,2024-05-25
USD,SEK,10.7002,2024-05-25
USD,SGD,1.3505,2024-05-25
USD,THB,36.675,2024-05-25
USD,TRY,32.245,2024-05-25
USD,ZAR,18.4046,2024-05-25
USD,AUD,1.5124,2024-05-26
USD,BGN,1.8042,2024-05-26
USD,BRL,5.1404,2024-05-26
USD,CAD,1.3713,2024-05-26
USD,CHF,0.9155,2024-05-26
USD,CNY,7.2437,2024-05-26
USD,CZK,22.819,2024-05-26
USD,DKK,6.883,2024-05-26
USD,EUR,0.92251,2024-05-26
USD,GBP,0.78636,2024-05-26
USD,HKD,7.8118,2024-05-26
USD,HUF,355.33,2024-05-26
USD,IDR,16031.0,2024-05-26
USD,ILS,3.6717,2024-05-26
USD,INR,83.12,2024-05-26
USD,ISK,138.28,2024-05-26
USD,JPY,157.08,2024-05-26
USD,KRW,1365.72,2024-05-26
USD,MXN,16.683,2024-05-26
USD,MYR,4.7115,2024-05-26
USD,NOK,10.6045,2024-05-26
USD,NZD,1.6372,2024-05-26
USD,PHP,58.19,2024-05-26
USD,PLN,3.9256,2024-05-26
USD,RON,4.5888,2024-05-26
USD,SEK,10.7002,2024-05-26
USD,SGD,1.3505,2024-05-26
USD,THB,36.675,2024-05-26
USD,TRY,32.245,2024-05-26
USD,ZAR,18.4046,2024-05-26
USD,AUD,1.5051,2024-05-27
USD,BGN,1.8037,2024-05-27
USD,BRL,5.1681,2024-05-27
USD,CAD,1.3661,2024-05-27
USD,CHF,0.91506,2024-05-27
USD,CNY,7.2438,2024-05-27
USD,CZK,22.81,2024-05-27
USD,DKK,6.8818,2024-05-27
USD,EUR,0.92225,2024-05-27
USD,GBP,0.78456,2024-05-27
USD,HKD,7.8081,2024-05-27
USD,HUF,354.79,2024-05-27
USD,IDR,16068.0,2024-05-27
USD,ILS,3.6753,2024-05-27
USD,INR,83.13,2024-05-27
USD,ISK,138.06,2024-05-27
USD,JPY,156.85,2024-05-27
USD,KRW,1363.12,2024-05-27
USD,MXN,16.6837,2024-05-27
USD,MYR,4.697,2024-05-27
USD,NOK,10.5275,2024-05-27
USD,NZD,1.6292,2024-05-27
USD,PHP,58.185,2024-05-27
USD,PLN,3.9245,2024-05-27
USD,RON,4.5894,2024-05-27
USD,SEK,10.6428,2024-05-27
USD,SGD,1.3495,2024-05-27
USD,THB,36.615,2024-05-27
USD,TRY,32.187,2024-05-27
USD,ZAR,18.4111,2024-05-27
USD,AUD,1.4992,2024-05-28
USD,BGN,1.7973,2024-05-28
USD,BRL,5.1591,2024-05-28
USD,CAD,1.3619,2024-05-28
USD,CHF,0.91049,2024-05-28
USD,CNY,7.2452,2024-05-28
USD,CZK,22.657,2024-05-28
USD,DKK,6.8568,2024-05-28
USD,EUR,0.91895,2024-05-28
USD,GBP,0.78184,2024-05-28
USD,HKD,7.8105,2024-05-28
USD,HUF,351.76,2024-05-28
USD,IDR,16078.0,2024-05-28
USD,ILS,3.671,2024-05-28
USD,INR,83.18,2024-05-28
USD,ISK,137.2,2024-05-28
USD,JPY,156.72,2024-05-28
USD,KRW,1358.0,2024-05-28
USD,MXN,16.6436,2024-05-28
USD,MYR,4.6937,2024-05-28
USD,NOK,10.4824,2024-05-28
USD,NZD,1.6218,2024-05-28
USD,PHP,57.97,2024-05-28
USD,PLN,3.904,2024-05-28
USD,RON,4.5726,2024-05-28
USD,SEK,10.5367,2024-05-28
USD,SGD,1.3471,2024-05-28
USD,THB,36.595,2024-05-28
USD,TRY,32.183,2024-05-28
USD,ZAR,18.3278,2024-05-28
USD,AUD,1.5078,2024-05-29
USD,BGN,1.8014,2024-05-29
USD,BRL,5.1717,2024-05-29
USD,CAD,1.3667,2024-05-29
USD,CHF,0.9125,2024-05-29
USD,CNY,7.2493,2024-05-29
USD,CZK,22.779,2024-05-29
USD,DKK,6.8718,2024-05-29
USD,EUR,0.92106,2024-05-29
USD,GBP,0.7841,2024-05-29
USD,HKD,7.8116,2024-05-29
USD,HUF,356.53,2024-05-29
USD,IDR,16192.0,2024-05-29
USD,ILS,3.6984,2024-05-29
USD,INR,83.38,2024-05-29
USD,ISK,137.33,2024-05-29
USD,JPY,157.26,2024-05-29
USD,KRW,1367.43,2024-05-29
USD,MXN,16.8175,2024-05-29
USD,MYR,4.7035,2024-05-29
USD,NOK,10.5158,2024-05-29
USD,NZD,1.6318,2024-05-29
USD,PHP,58.47,2024-05-29
USD,PLN,3.9274,2024-05-29
USD,RON,4.584,2024-05-29
USD,SEK,10.612,2024-05-29
USD,SGD,1.3495,2024-05-29
USD,THB,36.795,2024-05-29
USD,TRY,32.227,2024-05-29
USD,ZAR,18.3292,2024-05-29
USD,AUD,1.511,2024-05-30
USD,BGN,1.8084,2024-05-30
USD,BRL,5.2038,2024-05-30
USD,CAD,1.3711,2024-05-30
USD,CHF,0.90689,2024-05-30
USD,CNY,7.2363,2024-05-30
USD,CZK,22.903,2024-05-30
USD,DKK,6.8974,2024-05-30
USD,EUR,0.92464,2024-05-30
USD,GBP,0.78692,2024-05-30
USD,HKD,7.8184,2024-05-30
USD,HUF,360.1,2024-05-30
USD,IDR,16240.0,2024-05-30
USD,ILS,3.7214,2024-05-30
USD,INR,83.28,2024-05-30
USD,ISK,137.68,2024-05-30
USD,JPY,156.73,2024-05-30
USD,KRW,1376.48,2024-05-30
USD,MXN,17.02,2024-05-30
USD,MYR,4.704,2024-05-30
USD,NOK,10.5469,2024-05-30
USD,NZD,1.6372,2024-05-30
USD,PHP,58.58,2024-05-30
USD,PLN,3.9619,2024-05-30
USD,RON,4.6014,2024-05-30
USD,SEK,10.6329,2024-05-30
USD,SGD,1.3511,2024-05-30
USD,THB,36.75,2024-05-30
USD,TRY,32.274,2024-05-30
USD,ZAR,18.6315,2024-05-30
USD,AUD,1.5034,2024-06-01
USD,BGN,1.8022,2024-06-01
USD,BRL,5.1989,2024-06-01
USD,CAD,1.3642,2024-06-01
USD,CHF,0.90472,2024-06-01
USD,CNY,7.2408,2024-06-01
USD,CZK,22.769,2024-06-01
USD,DKK,6.8732,2024-06-01
USD,EUR,0.92149,2024-06-01
USD,GBP,0.78663,2024-06-01
